"","year","id","pkg_name","rating","runtime","date","director","actor","stars","name","outline","genre","certificate","representation"
"11","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.aresmob.transmaster_OD.gif?raw=true","26","com.aresmob.transmaster","5","50","1974-04-30T10:29:29+05:55","Tools","Al Pacino","Marlon Brando","Translator Foto?translate, scan & print photo, pdf 15","[""Image classification""]","[""Static"","" Dynamic""]","[""Camera frame"","" Pop-up messages"","" Photo editor""]","[""Visual"","" Text""]"
"12","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.aresmob.transmaster_PDF.gif?raw=true","21","com.aresmob.transmaster","5","50","1974-04-30T10:29:29+05:50","Tools","Al Pacino","Marlon Brando","Translator Foto?translate, scan & print photo, pdf 10","[""Text recognition""]","[""No Interaction"","" Static""]","[""Importing files"","" Instruction""]","[""None"","" Text""]"
"13","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.aresmob.transmaster_TR.gif?raw=true","23","com.aresmob.transmaster","5","50","1974-04-30T10:29:29+05:52","Tools","Al Pacino","Marlon Brando","Translator Foto?translate, scan & print photo, pdf 12","[""Text recognition""]","[""Static"","" Dynamic""]","[""Pop-up messages"","" Camera frame"","" Camera adjustment""]","[""Text"","" Visual""]"
"14","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.badoo.mobile.gif?raw=true","105","com.badoo.mobile","5","50","1974-04-30T10:29:29+05:134","Dating","Al Pacino","Marlon Brando","Badoo - Dating. Chat. Meet.","[""Face detection""]","[""No Interaction""]","[""Importing files"","" No interaction with hardware input""]","[""None""]"
"15","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.baidu.BaiduMap_qr.gif?raw=true","107","com.baidu.BaiduMap","5","50","1974-04-30T10:29:29+05:136","Tools","Al Pacino","Marlon Brando","Baidu Map","[""Barcode scanning""]","[""Static""]","[""Pop-up messages"","" Instruction"","" Camera frame"","" Flashlight"","" Vibration""]","[""Text"","" Visual"","" Haptic""]"
"16","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.baidu.BaiduMap_tran_dy.gif?raw=true","112","com.baidu.BaiduMap","5","50","1974-04-30T10:29:29+05:141","Tools","Al Pacino","Marlon Brando","Baidu Map","[""Text recognition""]","[""Dynamic"","" Static""]","[""Photo editor"","" Instruction"","" Pop-up messages""]","[""Visual"","" Text""]"
"17","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.cam001.selfie.gif?raw=true","115","com.cam001.selfie","5","50","1974-04-30T10:29:29+05:144","Photography","Al Pacino","Marlon Brando","Sweet Selfie: Camera & Editor","[""Face detection""]","[""Dynamic""]","[""Auto focusing object"","" Photo editor""]","[""Visual""]"
"18","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.chinasoft.mall_no_inter.gif?raw=true","122","com.chinasoft.mall","5","50","1974-04-30T10:29:29+05:151","Shopping","Al Pacino","Marlon Brando","chinasoft mall ","[""Barcode scanning""]","[""No Interaction""]","[""Importing files""]","[""None""]"
"19","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.chinasoft.mall_QRCODE.gif?raw=true","117","com.chinasoft.mall","5","50","1974-04-30T10:29:29+05:146","Shopping","Al Pacino","Marlon Brando","chinasoft mall ","[""Barcode scanning""]","[""Static""]","[""Pop-up messages"","" Instruction"","" Camera frame"","" Vibration"","" Auditory feedback (Static)""]","[""Text"","" Visual"","" Haptic"","" Aural""]"
"20","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.chinasoft.mall_SR.gif?raw=true","123","com.chinasoft.mall","5","50","1974-04-30T10:29:29+05:152","Shopping","Al Pacino","Marlon Brando","chinasoft mall ","[""Speech recongnition""]","[""Static""]","[""Pop-up messages"","" Vibration""]","[""Text"","" Haptic""]"
"21","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.cut.cutout.photo.background.editor.gif?raw=true","125","com.cut.cutout.photo.background.editor","5","50","1974-04-30T10:29:29+05:154","Photography","Al Pacino","Marlon Brando","Cutout Photos - Background Eraser with Cut & Paste","[""Selfie segmentation""]","[""Static"","" Dynamic"","" No Interaction""]","[""Instruction"","" Photo editor"","" Importing files""]","[""Text"","" Visual"","" None""]"
"22","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.cyberlink.youcammakeup.gif?raw=true","128","com.cyberlink.youcammakeup","5","50","1974-04-30T10:29:29+05:157","Photography","Al Pacino","Marlon Brando","YouCam Makeup - Selfie Editor","[""Face detection"","" Selfie segmentation"","" Style transfer""]","[""Dynamic""]","[""Auto focusing object"","" Camera adjustment"","" Photo editor""]","[""Visual""]"
"23","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.dailyselfie.newlook.studio.gif?raw=true","137","com.dailyselfie.newlook.studio","5","50","1974-04-30T10:29:29+05:166","Photography","Al Pacino","Marlon Brando","Sweet Camera - Selfie Beauty Camera, Filters","[""Face detection"","" Selfie segmentation""]","[""No Interaction""]","[""Importing files"","" No interaction with hardware input""]","[""None""]"
"24","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.dengtacj.stock.gif?raw=true","141","com.dengtacj.stock","5","50","1974-04-30T10:29:29+05:170","Finance","Al Pacino","Marlon Brando","dengtacj stock","[""Speech recongnition""]","[""No Interaction"","" Static""]","[""No interaction with hardware input"","" Vibration""]","[""None"","" Haptic""]"
"25","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.draw.clash.drawit.gif?raw=true","143","com.draw.clash.drawit","5","50","1974-04-30T10:29:29+05:172","Entertainment","Al Pacino","Marlon Brando","Draw Clash - AI Guess Drawing Game","[""Image classification""]","[""Static""]","[""Pop-up messages"","" Instruction"","" Illustration of correct input""]","[""Text"","" Visual""]"
"26","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.easilydo.mail.gif?raw=true","146","com.easilydo.mail","5","50","1974-04-30T10:29:29+05:175","Productivity","Al Pacino","Marlon Brando","Email - Lightning Fast & Secure Mail","[""Text prediction""]","[""Static""]","[""Pop-up messages""]","[""Text""]"
"27","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.eraserphoto.cutout.backgroundeditor_face.gif?raw=true","147","com.eraserphoto.cutout.backgroundeditor","5","50","1974-04-30T10:29:29+05:176","Photography","Al Pacino","Marlon Brando","Cut And Paste Photo Editor With Background Eraser","[""Face detection"","" Selfie segmentation""]","[""Static"","" No Interaction""]","[""Pop-up messages"","" Instruction"","" Camera frame"","" Illustration of correct input"","" Vibration"","" Importing files""]","[""Text"","" Visual"","" Haptic"","" None""]"
"28","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.fabbyhair.android.gif?raw=true","159","com.fabbyhair.android","5","50","1974-04-30T10:29:29+05:188","Photography","Al Pacino","Marlon Brando","Fabby Look  -  hair color changer & style effects","[""Face detection""]","[""Dynamic""]","[""Auto focusing object"","" Photo editor""]","[""Visual""]"
"29","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.familyfit.google.baduanjin.gif?raw=true","29","com.familyfit.google.baduanjin","5","50","1974-04-30T10:29:29+05:58","Health and Fitness","Al Pacino","Marlon Brando","Ba Duan Jin - a martial arts guide","[""Pose detection""]","[""Dynamic"","" Static""]","[""Auditory feedback (Dynamic)"","" Auto focusing object"","" Pop-up messages"","" Instruction"","" Camera frame"","" Illustration of correct input"","" Vibration"","" Auditory feedback (Static)"","" Camera adjustment""]","[""Aural"","" Visual"","" Text"","" Haptic""]"
"30","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.fingershopping_no_inter.gif?raw=true","164","com.fingershopping","5","50","1974-04-30T10:29:29+05:193","Shopping","Al Pacino","Marlon Brando","Finger shopping","[""Barcode scanning""]","[""No Interaction""]","[""Importing files""]","[""None""]"
"31","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.fingershopping_static.gif?raw=true","161","com.fingershopping","5","50","1974-04-30T10:29:29+05:190","Shopping","Al Pacino","Marlon Brando","Finger shopping","[""Barcode scanning""]","[""Static""]","[""Pop-up messages"","" Camera frame"","" Vibration""]","[""Text"","" Visual"","" Haptic""]"
"32","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.fishbrain.app.gif?raw=true","165","com.fishbrain.app","5","50","1974-04-30T10:29:29+05:194","Sports","Al Pacino","Marlon Brando","Fishbrain - Fishing App","[""Image classification""]","[""No Interaction""]","[""Importing files"","" No interaction with hardware input""]","[""None""]"
"33","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.geico.mobile.gif?raw=true","167","com.geico.mobile","5","50","1974-04-30T10:29:29+05:196","Finance","Al Pacino","Marlon Brando","GEICO Mobile - Car Insurance","[""Image classification"","" Face detection""]","[""Dynamic"","" No Interaction""]","[""Auditory feedback (Dynamic)"","" Auto focusing object"","" No interaction with hardware input""]","[""Aural"","" Visual"","" None""]"
"34","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.apps.cultural_obj_dy.gif?raw=true","170","com.google.android.apps.cultural","5","50","1974-04-30T10:29:29+05:199","Education","Al Pacino","Marlon Brando","Google Arts & Culture","[""Image classification""]","[""Dynamic"","" Static""]","[""Auto focusing object"","" Camera adjustment"","" Instruction""]","[""Visual"","" Text""]"
"35","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.apps.cultural_obj_no_in.gif?raw=true","173","com.google.android.apps.cultural","5","50","1974-04-30T10:29:29+05:202","Education","Al Pacino","Marlon Brando","Google Arts & Culture","[""Image classification""]","[""No Interaction""]","[""Importing files""]","[""None""]"
"36","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.apps.cultural_port_sta.gif?raw=true","174","com.google.android.apps.cultural","5","50","1974-04-30T10:29:29+05:203","Education","Al Pacino","Marlon Brando","Google Arts & Culture","[""Face detection""]","[""Static""]","[""Pop-up messages"","" Instruction"","" Camera frame"","" Illustration of correct input""]","[""Text"","" Visual""]"
"37","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.apps.cultural_style_no_in.gif?raw=true","178","com.google.android.apps.cultural","5","50","1974-04-30T10:29:29+05:207","Education","Al Pacino","Marlon Brando","Google Arts & Culture","[""Style transfer""]","[""No Interaction""]","[""Importing files""]","[""None""]"
"38","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.apps.cultural_style_sta.gif?raw=true","179","com.google.android.apps.cultural","5","50","1974-04-30T10:29:29+05:208","Education","Al Pacino","Marlon Brando","Google Arts & Culture","[""Style transfer""]","[""Static""]","[""Pop-up messages"","" Instruction""]","[""Text""]"
"39","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.apps.photos.scanner.gif?raw=true","181","com.google.android.apps.photos.scanner","5","50","1974-04-30T10:29:29+05:210","Photography","Al Pacino","Marlon Brando","PhotoScan by Google Photos","[""Image segmentation"","" Object detection and tracking""]","[""Dynamic""]","[""Auto focusing object"","" Camera adjustment""]","[""Visual""]"
"40","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.apps.photosgo.gif?raw=true","185","com.google.android.apps.photosgo","5","50","1974-04-30T10:29:29+05:214","Photography","Al Pacino","Marlon Brando","Gallery Go","[""Image classification""]","[""No Interaction""]","[""No interaction with hardware input""]","[""None""]"
"41","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.apps.translate.gif?raw=true","186","com.google.android.apps.translate","5","50","1974-04-30T10:29:29+05:215","Tools","Al Pacino","Marlon Brando","Google Translate","[""Speech recongnition"","" Text recognition""]","[""Dynamic"","" Static"","" No Interaction""]","[""Auditory feedback (Dynamic)"","" Text suggestion"","" Pop-up messages"","" Instruction"","" Auditory feedback (Static)"","" Auto focusing object"","" Camera adjustment"","" Photo editor"","" Importing files"","" Camera frame"","" Illustration of correct input""]","[""Aural"","" Text"","" Visual"","" None""]"
"42","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.android.googlequicksearchbox.gif?raw=true","199","com.google.android.googlequicksearchbox","5","50","1974-04-30T10:29:29+05:228","Tools","Al Pacino","Marlon Brando","Google Quick Search","[""Image classification"","" Speech recongnition""]","[""Dynamic"","" No Interaction"","" Static""]","[""Auditory feedback (Dynamic)"","" Auto focusing object"","" Camera adjustment"","" Photo editor"","" Importing files"","" Camera frame"","" Illustration of correct input"","" Instruction"","" Pop-up messages"","" Text suggestion""]","[""Aural"","" Visual"","" None"","" Text""]"
"43","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.google.audio.hearing.visualization.accessibility.scribe.gif?raw=true","212","com.google.audio.hearing.visualization.accessibility.scribe","5","50","1974-04-30T10:29:29+05:241","Communication","Al Pacino","Marlon Brando"," Live Transcribe & Notification ","[""Audio classification""]","[""Static"","" Dynamic""]","[""Pop-up messages"","" Instruction"","" Illustration of correct input"","" Vibration"","" Auditory feedback (Dynamic)""]","[""Text"","" Visual"","" Haptic"","" Aural""]"
"44","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.grammarly.android.keyboard.gif?raw=true","217","com.grammarly.android.keyboard","5","50","1974-04-30T10:29:29+05:246","Productivity","Al Pacino","Marlon Brando","Grammarly - Grammar Keyboard","[""Text prediction""]","[""Dynamic""]","[""Text suggestion""]","[""Text""]"
"45","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.homesecurity.firstone.gif?raw=true","218","com.homesecurity.firstone","5","50","1974-04-30T10:29:29+05:247","Libraries and Demo","Al Pacino","Marlon Brando","Image Recognition Tensorflow Object Detection A.I. ","[""Image classification""]","[""Static""]","[""Pop-up messages"","" Vibration""]","[""Text"","" Haptic""]"
"46","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.huya.nimo.gif?raw=true","220","com.huya.nimo","5","50","1974-04-30T10:29:29+05:249","Entertainment","Al Pacino","Marlon Brando","Nimo TV - Live Game Streaming","[""Barcode scanning""]","[""Static""]","[""Pop-up messages"","" Instruction"","" Camera frame"","" Illustration of correct input""]","[""Text"","" Visual""]"
"47","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.iart.camera.photo.gif?raw=true","224","com.iart.camera.photo","5","50","1974-04-30T10:29:29+05:253","Photography","Al Pacino","Marlon Brando","iArt Camera  -  Magic Effect, Face Aging Booth","[""Face detection""]","[""Static""]","[""Camera frame"","" Vibration""]","[""Visual"","" Haptic""]"
"48","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.icomedias.hybridforms.gif?raw=true","226","com.icomedias.hybridforms","5","50","1974-04-30T10:29:29+05:255","Productivity","Al Pacino","Marlon Brando","HybridForms","[""Image classification"","" Text recognition""]","[""No Interaction""]","[""Importing files"","" No interaction with hardware input""]","[""None""]"
"49","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.joytunes.simplypiano.gif?raw=true","38","com.joytunes.simplypiano","5","50","1974-04-30T10:29:29+05:67","Education","Al Pacino","Marlon Brando","Simply Piano by JoyTunes","[""Audio classification""]","[""Dynamic"","" Static""]","[""Auditory feedback (Dynamic)"","" Pop-up messages"","" Instruction"","" Illustration of correct input"","" Auditory feedback (Static)"","" Text suggestion""]","[""Aural"","" Text"","" Visual""]"
"50","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.kwai.video_sty_dy.gif?raw=true","230","com.kwai.video","5","50","1974-04-30T10:29:29+05:259","Entertainment","Al Pacino","Marlon Brando","Kwai - Watch cool&funny videos","[""Face detection"","" Selfie segmentation""]","[""Dynamic""]","[""Camera adjustment"","" Photo editor""]","[""Visual""]"
"51","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.magicvcam.super.selfiecam.camera.gif?raw=true","234","com.magicvcam.super.selfiecam.camera","5","50","1974-04-30T10:29:29+05:263","Photography","Al Pacino","Marlon Brando","Super Selfie Camera","[""Face detection""]","[""Dynamic""]","[""Auto focusing object""]","[""Visual""]"
"52","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.meitu.beautyplusme.gif?raw=true","235","com.meitu.beautyplusme","5","50","1974-04-30T10:29:29+05:264","Photography","Al Pacino","Marlon Brando","BeautyPlus Me - Easy Photo Editor & Selfie Camera","[""Face detection""]","[""Static"","" Dynamic""]","[""Pop-up messages"","" Instruction"","" Illustration of correct input"","" Camera adjustment"","" Photo editor"","" Auto focusing object""]","[""Text"","" Visual""]"
"53","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.modiface.loreal.stylemyhair.gif?raw=true","241","com.modiface.loreal.stylemyhair","5","50","1974-04-30T10:29:29+05:270","Lifestyle","Al Pacino","Marlon Brando","Style My Hair: Discover Your Next Look","[""Face detection""]","[""Static"","" Dynamic""]","[""Pop-up messages"","" Instruction"","" Camera frame"","" Photo editor""]","[""Text"","" Visual""]"
"54","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.nhn.android.search.AC.gif?raw=true","54","com.nhn.android.search","5","50","1974-04-30T10:29:29+05:83","Tools","Al Pacino","Marlon Brando","네이버-Naver","[""Audio classification""]","[""Dynamic""]","[""Auditory feedback (Dynamic)""]","[""Aural""]"
"55","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.nhn.android.search.IC.gif?raw=true","44","com.nhn.android.search","5","50","1974-04-30T10:29:29+05:73","Tools","Al Pacino","Marlon Brando","네이버-Naver","[""Image classification""]","[""Dynamic"","" Static""]","[""Text suggestion"","" Auditory feedback (Static)"","" Auto focusing object"","" Camera adjustment"","" Photo editor"","" Pop-up messages"","" Instruction"","" Camera frame"","" Illustration of correct input"","" Vibration""]","[""Text"","" Aural"","" Visual"","" Haptic""]"
"56","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.nhn.android.search.SR.gif?raw=true","62","com.nhn.android.search","5","50","1974-04-30T10:29:29+05:91","Tools","Al Pacino","Marlon Brando","네이버-Naver","[""Speech recongnition""]","[""Dynamic"","" Static""]","[""Auditory feedback (Dynamic)"","" Pop-up messages"","" Instruction"","" Illustration of correct input"","" Auditory feedback (Static)"","" Text suggestion""]","[""Aural"","" Text"","" Visual""]"
"57","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.nhn.android.search.TR.gif?raw=true","55","com.nhn.android.search","5","50","1974-04-30T10:29:29+05:84","Tools","Al Pacino","Marlon Brando","네이버-Naver","[""Text recognition""]","[""Static"","" Dynamic""]","[""Vibration"","" Auditory feedback (Dynamic)"","" Pop-up messages"","" Instruction"","" Illustration of correct input"","" Auditory feedback (Static)"","" Text suggestion""]","[""Haptic"","" Aural"","" Text"","" Visual""]"
"58","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.redbaby.gif?raw=true","249","com.redbaby","5","50","1974-04-30T10:29:29+05:278","Shopping","Al Pacino","Marlon Brando","Redbaby","[""Barcode scanning""]","[""Static""]","[""Pop-up messages"","" Instruction"","" Camera frame"","" Flashlight"","" Vibration""]","[""Text"","" Visual"","" Haptic""]"
"59","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.redbaby_OD.gif?raw=true","245","com.redbaby","5","50","1974-04-30T10:29:29+05:274","Shopping","Al Pacino","Marlon Brando","Redbaby","[""Image classification""]","[""Static""]","[""Pop-up messages"","" Instruction"","" Vibration"","" Camera frame"","" Illustration of correct input""]","[""Text"","" Haptic"","" Visual""]"
"60","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.seefoodtechnologies.nothotdog.gif?raw=true","255","com.seefoodtechnologies.nothotdog","5","50","1974-04-30T10:29:29+05:284","Entertainment","Al Pacino","Marlon Brando","Not Hotdog","[""Image classification""]","[""Static""]","[""Pop-up messages"","" Vibration""]","[""Text"","" Haptic""]"
"61","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.uccb.mobile.gif?raw=true","273","com.uccb.mobile","5","50","1974-04-30T10:29:29+05:288","Finance","Al Pacino","Marlon Brando","Bank of Urumqi ","[""Entity extraction"","" Face detection""]","[""Static"","" Dynamic""]","[""Instruction"","" Camera frame"","" Vibration"","" Camera adjustment"","" Object marker""]","[""Text"","" Visual"","" Haptic""]"
"62","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.uccb.mobile_QR.gif?raw=true","271","com.uccb.mobile","5","50","1974-04-30T10:29:29+05:286","Finance","Al Pacino","Marlon Brando","Bank of Urumqi ","[""Barcode scanning""]","[""Static""]","[""Pop-up messages"","" Camera frame""]","[""Text"","" Visual""]"
"63","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.urbandroid.sleep.gif?raw=true","283","com.urbandroid.sleep","5","50","1974-04-30T10:29:29+05:298","Lifestyle","Al Pacino","Marlon Brando","Sleep as Android: Sleep cycle alarm","[""Audio classification""]","[""No Interaction"","" Static"","" Dynamic""]","[""No interaction with hardware input"","" Pop-up messages"","" Instruction"","" Auditory feedback (Dynamic)""]","[""None"","" Text"","" Aural""]"
"64","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.verisec.mobile.frejaeid.gif?raw=true","287","com.verisec.mobile.frejaeid","5","50","1974-04-30T10:29:29+05:302","Business","Al Pacino","Marlon Brando","Freja eID - My ID in an app","[""Face detection""]","[""Static"","" Dynamic""]","[""Pop-up messages"","" Instruction"","" Camera frame"","" Illustration of correct input"","" Camera adjustment"","" Auto focusing object"","" Object marker""]","[""Text"","" Visual""]"
"65","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.vyroai.AiBlurEditor.gif?raw=true","301","com.vyroai.AiBlurEditor","5","50","1974-04-30T10:29:29+05:316","Photography","Al Pacino","Marlon Brando","Blur Photo Editor -Blur image background like DSLR","[""Selfie segmentation""]","[""Dynamic""]","[""Photo editor""]","[""Visual""]"
"66","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.vyroai.AiBlurEditor_no_in.gif?raw=true","302","com.vyroai.AiBlurEditor","5","50","1974-04-30T10:29:29+05:317","Photography","Al Pacino","Marlon Brando","Blur Photo Editor -Blur image background like DSLR","[""Selfie segmentation""]","[""No Interaction""]","[""Importing files""]","[""None""]"
"67","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/com.yitong.hrb.people.android.gif?raw=true","303","com.yitong.hrb.people.android","5","50","1974-04-30T10:29:29+05:318","Finance","Al Pacino","Marlon Brando","Bank of hrb","[""Entity extraction"","" Text recognition""]","[""Static"","" Dynamic""]","[""Instruction"","" Camera frame"","" Object marker""]","[""Text"","" Visual""]"
"68","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/cutcut.cut.out.paste.background.remove.photo.cutout.gif?raw=true","309","cutcut.cut.out.paste.background.remove.photo.cutout","5","50","1974-04-30T10:29:29+05:324","Photography","Al Pacino","Marlon Brando","Insta Cut Out  -  background changer & cutout photo","[""Selfie segmentation""]","[""No Interaction"","" Dynamic"","" Static""]","[""Importing files"","" Photo editor"","" Instruction"","" Illustration of correct input""]","[""None"","" Visual"","" Text""]"
"69","https://github.com/jasonxsiu/GalleryImages/blob/main/Gif/facetechstudio.future.me.gif?raw=true","313","facetechstudio.future.me","5","50","1974-04-30T10:29:29+05:328","Entertainment","Al Pacino","Marlon Brando","Future Me: Face Aging App, Ethnicity Analyzer","[""Face detection""]","[""Static""]","[""Pop-up messages"","" Camera frame""]","[""Text"","" Visual""]"
